name,latitude,longitude,wkt,street,side,length_m,est_spaces,zone
Northwest 14th Street (right),25.7882916,-80.1949035,"POLYGON((-80.1946789 25.7883118, -80.1951292 25.7882948, -80.1951281 25.7882714, -80.1946778 25.7882884, -80.1946789 25.7883118))",Northwest 14th Street,right,45.2,4,
Northwest 14th Street (left),25.7881786,-80.1958210,"POLYGON((-80.1951255 25.7882122, -80.1965174 25.7881684, -80.1965165 25.7881450, -80.1951246 25.7881888, -80.1951255 25.7882122))",Northwest 14th Street,left,139.6,18,
Northwest 14th Street (right),25.7882612,-80.1958242,"POLYGON((-80.1951287 25.7882948, -80.1965206 25.7882510, -80.1965197 25.7882276, -80.1951278 25.7882714, -80.1951287 25.7882948))",Northwest 14th Street,right,139.6,18,
Northwest 14th Street (left),25.7881437,-80.1970183,"POLYGON((-80.1965175 25.7881684, -80.1975198 25.7881424, -80.1975190 25.7881190, -80.1965168 25.7881450, -80.1965175 25.7881684))",Northwest 14th Street,left,100.5,12,
Northwest 14th Street (right),25.7882263,-80.1970209,"POLYGON((-80.1965202 25.7882510, -80.1975224 25.7882250, -80.1975217 25.7882016, -80.1965194 25.7882276, -80.1965202 25.7882510))",Northwest 14th Street,right,100.5,12,
Northwest 14th Street (left),25.7881225,-80.1977385,"POLYGON((-80.1975193 25.7881424, -80.1979588 25.7881260, -80.1979578 25.7881026, -80.1975183 25.7881190, -80.1975193 25.7881424))",Northwest 14th Street,left,44.1,4,
Northwest 14th Street (right),25.7882051,-80.1977424,"POLYGON((-80.1975231 25.7882250, -80.1979626 25.7882086, -80.1979616 25.7881852, -80.1975221 25.7882016, -80.1975231 25.7882250))",Northwest 14th Street,right,44.1,4,
Southwest 6th Court (left),25.7684834,-80.2049787,"POLYGON((-80.2050107 25.7689643, -80.2049727 25.7680017, -80.2049468 25.7680025, -80.2049848 25.7689651, -80.2050107 25.7689643))",Southwest 6th Court,left,107.2,13,
Southwest 6th Court (right),25.7684804,-80.2050705,"POLYGON((-80.2051024 25.7689613, -80.2050644 25.7679987, -80.2050385 25.7679995, -80.2050765 25.7689621, -80.2051024 25.7689613))",Southwest 6th Court,right,107.2,13,
Southwest 1st Court (left),25.7600190,-80.1955082,"POLYGON((-80.1955101 25.7604294, -80.1955322 25.7596091, -80.1955063 25.7596086, -80.1954842 25.7604289, -80.1955101 25.7604294))",Southwest 1st Court,left,91.3,11,
Southwest 1st Court (right),25.7600210,-80.1955999,"POLYGON((-80.1956018 25.7604314, -80.1956239 25.7596111, -80.1955980 25.7596106, -80.1955759 25.7604309, -80.1956018 25.7604314))",Southwest 1st Court,right,91.3,11,
Southwest 1st Court (left),25.7728358,-80.1962021,"POLYGON((-80.1962189 25.7732435, -80.1962112 25.7724280, -80.1961852 25.7724282, -80.1961929 25.7732437, -80.1962189 25.7732435))",Southwest 1st Court,left,90.8,11,
Southwest 1st Court (right),25.7728351,-80.1962938,"POLYGON((-80.1963107 25.7732427, -80.1963030 25.7724272, -80.1962770 25.7724274, -80.1962847 25.7732429, -80.1963107 25.7732427))",Southwest 1st Court,right,90.8,11,
Southwest 1st Court (left),25.7719563,-80.1961802,"POLYGON((-80.1962112 25.7724287, -80.1961751 25.7714831, -80.1961492 25.7714839, -80.1961853 25.7724295, -80.1962112 25.7724287))",Southwest 1st Court,left,105.3,13,
Southwest 1st Court (right),25.7719535,-80.1962719,"POLYGON((-80.1963029 25.7724259, -80.1962668 25.7714803, -80.1962409 25.7714811, -80.1962770 25.7724267, -80.1963029 25.7724259))",Southwest 1st Court,right,105.3,13,
Northwest 2nd Court (left),25.7926459,-80.1993573,"POLYGON((-80.1993196 25.7916759, -80.1993691 25.7936164, -80.1993950 25.7936159, -80.1993455 25.7916754, -80.1993196 25.7916759))",Northwest 2nd Court,left,216.1,29,
Northwest 2nd Court (right),25.7926478,-80.1992656,"POLYGON((-80.1992279 25.7916778, -80.1992774 25.7936183, -80.1993033 25.7936178, -80.1992538 25.7916773, -80.1992279 25.7916778))",Northwest 2nd Court,right,216.1,29,
Northwest 2nd Court (left),25.7945274,-80.1994100,"POLYGON((-80.1993691 25.7936163, -80.1994250 25.7954392, -80.1994509 25.7954385, -80.1993950 25.7936156, -80.1993691 25.7936163))",Northwest 2nd Court,left,203.0,28,
Northwest 2nd Court (right),25.7945297,-80.1993183,"POLYGON((-80.1992774 25.7936186, -80.1993333 25.7954415, -80.1993592 25.7954408, -80.1993033 25.7936179, -80.1992774 25.7936186))",Northwest 2nd Court,right,203.0,28,
Northwest 2nd Court (left),25.7872295,-80.1993333,"POLYGON((-80.1993052 25.7868366, -80.1993355 25.7876233, -80.1993614 25.7876225, -80.1993311 25.7868358, -80.1993052 25.7868366))",Northwest 2nd Court,left,87.6,10,
Northwest 2nd Court (right),25.7872324,-80.1992416,"POLYGON((-80.1992135 25.7868394, -80.1992438 25.7876261, -80.1992697 25.7876253, -80.1992394 25.7868386, -80.1992135 25.7868394))",Northwest 2nd Court,right,87.6,10,
Northwest 2nd Court (left),25.7831484,-80.1989250,"POLYGON((-80.1988939 25.7826660, -80.1989302 25.7836315, -80.1989561 25.7836307, -80.1989198 25.7826652, -80.1988939 25.7826660))",Northwest 2nd Court,left,107.5,13,
Northwest 2nd Court (right),25.7831511,-80.1988333,"POLYGON((-80.1988022 25.7826688, -80.1988385 25.7836343, -80.1988644 25.7836335, -80.1988281 25.7826680, -80.1988022 25.7826688))",Northwest 2nd Court,right,107.5,13,
Southwest 2nd Avenue (left),25.7736216,-80.1976507,"POLYGON((-80.1976799 25.7740345, -80.1976475 25.7732078, -80.1976216 25.7732086, -80.1976540 25.7740353, -80.1976799 25.7740345))",Southwest 2nd Avenue,left,92.1,11,
Southwest 2nd Avenue (right),25.7736186,-80.1977425,"POLYGON((-80.1977716 25.7740316, -80.1977392 25.7732049, -80.1977133 25.7732057, -80.1977457 25.7740324, -80.1977716 25.7740316))",Southwest 2nd Avenue,right,92.1,11,
Southwest 2nd Avenue (left),25.7580615,-80.2005522,"POLYGON((-80.2001551 25.7583487, -80.2009651 25.7577928, -80.2009494 25.7577742, -80.2001394 25.7583301, -80.2001551 25.7583487))",Southwest 2nd Avenue,left,102.1,12,
Southwest 2nd Avenue (right),25.7581272,-80.2006079,"POLYGON((-80.2002107 25.7584145, -80.2010207 25.7578586, -80.2010050 25.7578400, -80.2001950 25.7583959, -80.2002107 25.7584145))",Southwest 2nd Avenue,right,102.1,12,
Northwest 7th Court (left),25.7893226,-80.2079234,"POLYGON((-80.2079057 25.7891908, -80.2079152 25.7894551, -80.2079411 25.7894544, -80.2079316 25.7891901, -80.2079057 25.7891908))",Northwest 7th Court,left,29.4,2,
Northwest 7th Court (right),25.7893253,-80.2078317,"POLYGON((-80.2078140 25.7891935, -80.2078235 25.7894578, -80.2078494 25.7894571, -80.2078399 25.7891928, -80.2078140 25.7891935))",Northwest 7th Court,right,29.4,2,
Northwest 7th Court (left),25.7904783,-80.2079629,"POLYGON((-80.2079152 25.7894552, -80.2079846 25.7915022, -80.2080105 25.7915015, -80.2079411 25.7894545, -80.2079152 25.7894552))",Northwest 7th Court,left,228.0,31,
Northwest 7th Court (right),25.7904809,-80.2078711,"POLYGON((-80.2078235 25.7894577, -80.2078929 25.7915047, -80.2079188 25.7915040, -80.2078494 25.7894570, -80.2078235 25.7894577))",Northwest 7th Court,right,228.0,31,
Northwest 7th Court (left),25.7829044,-80.2076785,"POLYGON((-80.2076521 25.7824346, -80.2076789 25.7833749, -80.2077048 25.7833743, -80.2076780 25.7824340, -80.2076521 25.7824346))",Northwest 7th Court,left,104.7,13,
Northwest 7th Court (right),25.7829066,-80.2075867,"POLYGON((-80.2075604 25.7824367, -80.2075872 25.7833770, -80.2076131 25.7833764, -80.2075863 25.7824361, -80.2075604 25.7824367))",Northwest 7th Court,right,104.7,13,
Northwest 7th Court (left),25.7837769,-80.2076978,"POLYGON((-80.2076789 25.7833751, -80.2076907 25.7841790, -80.2077167 25.7841787, -80.2077049 25.7833748, -80.2076789 25.7833751))",Northwest 7th Court,left,89.5,11,
Northwest 7th Court (right),25.7837780,-80.2076060,"POLYGON((-80.2075871 25.7833762, -80.2075989 25.7841801, -80.2076249 25.7841798, -80.2076131 25.7833759, -80.2075871 25.7833762))",Northwest 7th Court,right,89.5,11,
Northwest 7th Court (left),25.7852308,-80.2078506,"POLYGON((-80.2079112 25.7847979, -80.2077643 25.7856602, -80.2077899 25.7856637, -80.2079368 25.7848014, -80.2079112 25.7847979))",Northwest 7th Court,left,97.1,12,
Northwest 7th Court (right),25.7852183,-80.2077598,"POLYGON((-80.2078205 25.7847854, -80.2076736 25.7856477, -80.2076992 25.7856512, -80.2078461 25.7847889, -80.2078205 25.7847854))",Northwest 7th Court,right,97.1,12,
Northwest 7th Court (left),25.7861162,-80.2078057,"POLYGON((-80.2077712 25.7856156, -80.2078143 25.7866178, -80.2078402 25.7866169, -80.2077971 25.7856147, -80.2077712 25.7856156))",Northwest 7th Court,left,111.7,14,
Northwest 7th Court (right),25.7861195,-80.2077140,"POLYGON((-80.2076795 25.7856188, -80.2077226 25.7866210, -80.2077485 25.7866201, -80.2077054 25.7856179, -80.2076795 25.7856188))",Northwest 7th Court,right,111.7,14,
Northwest 7th Court (left),25.7872217,-80.2078477,"POLYGON((-80.2078143 25.7866176, -80.2078551 25.7878265, -80.2078810 25.7878258, -80.2078402 25.7866169, -80.2078143 25.7866176))",Northwest 7th Court,left,134.6,17,
Northwest 7th Court (right),25.7872242,-80.2077559,"POLYGON((-80.2077226 25.7866201, -80.2077634 25.7878290, -80.2077893 25.7878283, -80.2077485 25.7866194, -80.2077226 25.7866201))",Northwest 7th Court,right,134.6,17,
Northwest 11th Street (left),25.7846676,-80.1949910,"POLYGON((-80.1940029 25.7847089, -80.1959800 25.7846496, -80.1959791 25.7846262, -80.1940020 25.7846855, -80.1940029 25.7847089))",Northwest 11th Street,left,198.3,27,
Northwest 11th Street (right),25.7847501,-80.1949941,"POLYGON((-80.1940060 25.7847915, -80.1959831 25.7847322, -80.1959822 25.7847088, -80.1940051 25.7847681, -80.1940060 25.7847915))",Northwest 11th Street,right,198.3,27,
Northwest 11th Street (left),25.7846329,-80.1962014,"POLYGON((-80.1959803 25.7846496, -80.1964231 25.7846397, -80.1964224 25.7846163, -80.1959796 25.7846262, -80.1959803 25.7846496))",Northwest 11th Street,left,44.4,4,
Northwest 11th Street (right),25.7847156,-80.1962036,"POLYGON((-80.1959826 25.7847322, -80.1964254 25.7847223, -80.1964247 25.7846989, -80.1959819 25.7847088, -80.1959826 25.7847322))",Northwest 11th Street,right,44.4,4,
Northwest 11th Street (left),25.7846176,-80.1968431,"POLYGON((-80.1964230 25.7846397, -80.1972640 25.7846189, -80.1972633 25.7845955, -80.1964223 25.7846163, -80.1964230 25.7846397))",Northwest 11th Street,left,84.3,10,
Northwest 11th Street (right),25.7847002,-80.1968457,"POLYGON((-80.1964255 25.7847223, -80.1972665 25.7847015, -80.1972658 25.7846781, -80.1964248 25.7846989, -80.1964255 25.7847223))",Northwest 11th Street,right,84.3,10,
Northwest 11th Street (left),25.7845965,-80.1976785,"POLYGON((-80.1972640 25.7846189, -80.1980938 25.7845976, -80.1980930 25.7845742, -80.1972632 25.7845955, -80.1972640 25.7846189))",Northwest 11th Street,left,83.2,10,
Northwest 11th Street (right),25.7846792,-80.1976811,"POLYGON((-80.1972666 25.7847015, -80.1980964 25.7846802, -80.1980956 25.7846568, -80.1972658 25.7846781, -80.1972666 25.7847015))",Northwest 11th Street,right,83.2,10,
Northwest 11th Street (left),25.7845567,-80.1989308,"POLYGON((-80.1980934 25.7845976, -80.1997693 25.7845391, -80.1997683 25.7845157, -80.1980924 25.7845742, -80.1980934 25.7845976))",Northwest 11th Street,left,168.1,22,
Northwest 11th Street (right),25.7846392,-80.1989344,"POLYGON((-80.1980969 25.7846802, -80.1997728 25.7846217, -80.1997718 25.7845983, -80.1980959 25.7846568, -80.1980969 25.7846802))",Northwest 11th Street,right,168.1,22,
Northwest 11th Street (left),25.7840439,-80.2098349,"POLYGON((-80.2095750 25.7840659, -80.2100959 25.7840452, -80.2100947 25.7840218, -80.2095739 25.7840426, -80.2095750 25.7840659))",Northwest 11th Street,left,52.3,5,
Northwest 11th Street (right),25.7841264,-80.2098389,"POLYGON((-80.2095791 25.7841485, -80.2100999 25.7841277, -80.2100988 25.7841044, -80.2095779 25.7841251, -80.2095791 25.7841485))",Northwest 11th Street,right,52.3,5,
Southwest 18th Terrace (left),25.7606274,-80.2020975,"POLYGON((-80.2015959 25.7600464, -80.2025783 25.7612225, -80.2025990 25.7612085, -80.2016166 25.7600323, -80.2015959 25.7600464))",Southwest 18th Terrace,left,163.8,22,
Southwest 18th Terrace (right),25.7606771,-80.2020241,"POLYGON((-80.2015226 25.7600960, -80.2025050 25.7612722, -80.2025257 25.7612581, -80.2015433 25.7600820, -80.2015226 25.7600960))",Southwest 18th Terrace,right,163.8,22,
Southwest 18th Terrace (left),25.7618300,-80.2031035,"POLYGON((-80.2026198 25.7612714, -80.2035665 25.7624026, -80.2035872 25.7623885, -80.2026405 25.7612574, -80.2026198 25.7612714))",Southwest 18th Terrace,left,157.7,21,
Southwest 18th Terrace (right),25.7618797,-80.2030302,"POLYGON((-80.2025465 25.7613212, -80.2034932 25.7624523, -80.2035139 25.7624383, -80.2025672 25.7613071, -80.2025465 25.7613212))",Southwest 18th Terrace,right,157.7,21,
Southwest 18th Terrace (left),25.7627827,-80.2038180,"POLYGON((-80.2035603 25.7623920, -80.2040532 25.7631848, -80.2040758 25.7631734, -80.2035829 25.7623806, -80.2035603 25.7623920))",Southwest 18th Terrace,left,101.1,12,
Southwest 18th Terrace (right),25.7628231,-80.2037380,"POLYGON((-80.2034802 25.7624324, -80.2039731 25.7632252, -80.2039957 25.7632138, -80.2035028 25.7624210, -80.2034802 25.7624324))",Southwest 18th Terrace,right,101.1,12,
Southwest 18th Terrace (left),25.7566008,-80.1986189,"POLYGON((-80.1980952 25.7559948, -80.1991219 25.7572208, -80.1991426 25.7572067, -80.1981159 25.7559808, -80.1980952 25.7559948))",Southwest 18th Terrace,left,170.9,23,
Southwest 18th Terrace (right),25.7566505,-80.1985456,"POLYGON((-80.1980219 25.7560446, -80.1990486 25.7572705, -80.1990693 25.7572565, -80.1980426 25.7560305, -80.1980219 25.7560446))",Southwest 18th Terrace,right,170.9,23,
Northeast 8th Street (left),25.7819231,-80.1930575,"POLYGON((-80.1938973 25.7818875, -80.1922169 25.7819353, -80.1922177 25.7819587, -80.1938981 25.7819109, -80.1938973 25.7818875))",Northeast 8th Street,left,168.5,22,
Northeast 8th Street (right),25.7818405,-80.1930546,"POLYGON((-80.1938944 25.7818049, -80.1922140 25.7818527, -80.1922148 25.7818761, -80.1938952 25.7818283, -80.1938944 25.7818049))",Northeast 8th Street,right,168.5,22,
Southwest 4th Street (left),25.7698862,-80.1997578,"POLYGON((-80.1993047 25.7697688, -80.2002029 25.7700259, -80.2002108 25.7700036, -80.1993126 25.7697465, -80.1993047 25.7697688))",Southwest 4th Street,left,94.5,11,
Southwest 4th Street (right),25.7699650,-80.1997299,"POLYGON((-80.1992769 25.7698476, -80.2001751 25.7701047, -80.2001830 25.7700824, -80.1992848 25.7698253, -80.1992769 25.7698476))",Southwest 4th Street,right,94.5,11,
Southwest 12th Street (left),25.7624213,-80.1964315,"POLYGON((-80.1955848 25.7624528, -80.1972789 25.7624132, -80.1972782 25.7623898, -80.1955842 25.7624294, -80.1955848 25.7624528))",Southwest 12th Street,left,169.9,23,
Southwest 12th Street (right),25.7625039,-80.1964339,"POLYGON((-80.1955872 25.7625354, -80.1972812 25.7624958, -80.1972806 25.7624724, -80.1955865 25.7625120, -80.1955872 25.7625354))",Southwest 12th Street,right,169.9,23,
Southwest 12th Street (left),25.7625688,-80.1930672,"POLYGON((-80.1929823 25.7626196, -80.1931635 25.7625389, -80.1931520 25.7625180, -80.1929708 25.7625987, -80.1929823 25.7626196))",Southwest 12th Street,left,20.3,0,
Southwest 12th Street (right),25.7626429,-80.1931078,"POLYGON((-80.1930230 25.7626937, -80.1932042 25.7626130, -80.1931927 25.7625921, -80.1930115 25.7626728, -80.1930230 25.7626937))",Southwest 12th Street,right,20.3,0,
Northwest 8th Avenue (left),25.7860021,-80.2087223,"POLYGON((-80.2086925 25.7855902, -80.2087261 25.7864148, -80.2087520 25.7864140, -80.2087184 25.7855894, -80.2086925 25.7855902))",Northwest 8th Avenue,left,91.9,11,
Northwest 8th Avenue (right),25.7860051,-80.2086305,"POLYGON((-80.2086008 25.7855932, -80.2086344 25.7864178, -80.2086603 25.7864170, -80.2086267 25.7855924, -80.2086008 25.7855932))",Northwest 8th Avenue,right,91.9,11,
Northwest 8th Avenue (left),25.7867129,-80.2087458,"POLYGON((-80.2087294 25.7865916, -80.2087362 25.7868348, -80.2087621 25.7868342, -80.2087553 25.7865910, -80.2087294 25.7865916))",Northwest 8th Avenue,left,27.1,1,
Northwest 8th Avenue (right),25.7867149,-80.2086540,"POLYGON((-80.2086377 25.7865936, -80.2086445 25.7868368, -80.2086704 25.7868362, -80.2086636 25.7865930, -80.2086377 25.7865936))",Northwest 8th Avenue,right,27.1,1,
Northwest 8th Avenue (left),25.7873208,-80.2087599,"POLYGON((-80.2087362 25.7868349, -80.2087576 25.7878072, -80.2087836 25.7878068, -80.2087621 25.7868344, -80.2087362 25.7868349))",Northwest 8th Avenue,left,108.3,13,
Northwest 8th Avenue (right),25.7873225,-80.2086681,"POLYGON((-80.2086444 25.7868365, -80.2086659 25.7878089, -80.2086918 25.7878084, -80.2086704 25.7868361, -80.2086444 25.7868365))",Northwest 8th Avenue,right,108.3,13,
Northwest 8th Avenue (left),25.7890728,-80.2088309,"POLYGON((-80.2088126 25.7888720, -80.2088233 25.7892741, -80.2088492 25.7892735, -80.2088385 25.7888714, -80.2088126 25.7888720))",Northwest 8th Avenue,left,44.8,4,
Northwest 8th Avenue (right),25.7890747,-80.2087392,"POLYGON((-80.2087209 25.7888740, -80.2087316 25.7892761, -80.2087575 25.7892755, -80.2087468 25.7888734, -80.2087209 25.7888740))",Northwest 8th Avenue,right,44.8,4,
Northwest 8th Avenue (left),25.7905066,-80.2088937,"POLYGON((-80.2088316 25.7895348, -80.2089298 25.7914794, -80.2089558 25.7914783, -80.2088576 25.7895338, -80.2088316 25.7895348))",Northwest 8th Avenue,left,216.7,30,
Northwest 8th Avenue (right),25.7905103,-80.2088020,"POLYGON((-80.2087399 25.7895386, -80.2088381 25.7914831, -80.2088641 25.7914821, -80.2087659 25.7895375, -80.2087399 25.7895386))",Northwest 8th Avenue,right,216.7,30,
Northwest 8th Avenue (left),25.7918776,-80.2089685,"POLYGON((-80.2089295 25.7914737, -80.2089816 25.7922828, -80.2090075 25.7922815, -80.2089554 25.7914724, -80.2089295 25.7914737))",Northwest 8th Avenue,left,90.2,11,
Northwest 8th Avenue (right),25.7918824,-80.2088769,"POLYGON((-80.2088379 25.7914785, -80.2088900 25.7922876, -80.2089159 25.7922863, -80.2088638 25.7914772, -80.2088379 25.7914785))",Northwest 8th Avenue,right,90.2,11,
Northwest 8th Avenue (left),25.7851654,-80.2086536,"POLYGON((-80.2086476 25.7847319, -80.2086337 25.7855987, -80.2086597 25.7855990, -80.2086735 25.7847322, -80.2086476 25.7847319))",Northwest 8th Avenue,left,96.5,12,
Northwest 8th Avenue (right),25.7851643,-80.2085619,"POLYGON((-80.2085558 25.7847307, -80.2085420 25.7855975, -80.2085679 25.7855978, -80.2085818 25.7847310, -80.2085558 25.7847307))",Northwest 8th Avenue,right,96.5,12,
Southwest 15th Road (left),25.7624380,-80.2005039,"POLYGON((-80.2003057 25.7623351, -80.2006879 25.7625604, -80.2007021 25.7625409, -80.2003199 25.7623156, -80.2003057 25.7623351))",Southwest 15th Road,left,45.8,4,
Southwest 15th Road (right),25.7625071,-80.2004537,"POLYGON((-80.2002555 25.7624042, -80.2006377 25.7626295, -80.2006519 25.7626100, -80.2002697 25.7623847, -80.2002555 25.7624042))",Southwest 15th Road,right,45.8,4,
Southwest 15th Road (left),25.7628846,-80.2012641,"POLYGON((-80.2006879 25.7625604, -80.2018261 25.7632285, -80.2018402 25.7632089, -80.2007020 25.7625408, -80.2006879 25.7625604))",Southwest 15th Road,left,136.2,18,
Southwest 15th Road (right),25.7629539,-80.2012139,"POLYGON((-80.2006378 25.7626296, -80.2017760 25.7632977, -80.2017901 25.7632781, -80.2006519 25.7626100, -80.2006378 25.7626296))",Southwest 15th Road,right,136.2,18,
